0000,-13.7469,-11.5372,32.5002,-26.6827,0,4.99025,
0001,-3.03945,-6.50304,52.4905,-67.9847,0,46.3147,
0002,-50.0369,49.1439,33.5981,-34.3684,0,-54.3981,
0003,-19.5956,-106.847,24.6558,-11.3077,0,86.8936,
0004,25.024,-22.1876,46.4371,-79.6711,0,-75.724,
0005,-50.143,-56.9128,27.3068,-62.7993,0,-26.0073,
0006,-51.2304,-57.1734,54.2821,-90,0,-180,
0007,-43.6195,-64.9373,38.2027,-68.8135,0,71.5831,
0008,-66.2562,-54.2809,34.6709,-63.0703,0,53.3096,
0009,-63.1827,-24.3232,38.2927,-30.3815,0,64.4151,
0010,53.3813,-24.8727,61.3948,-75.6893,0,-92.5609,
0011,56.1598,-39.0618,65.3546,-76.1511,0,143.928,
0012,58.2267,-35.2462,62.0866,-75.1463,0,162.711,
0013,-45.6932,-80.7704,55.4426,-69.2058,0,57.4562,
0014,-48.7804,-72.64,36.4358,-62.6527,0,63.3712,
0015,-66.5994,-60.3586,59.0692,-77.8629,0,46.106,
0016,-45.9199,45.2961,23.1845,-14.014,0,-68.7978,
0017,-72.4477,0.232178,17.0669,-2.1964,0,-28.1704,
0018,-56.908,7.25651,13.0845,-0.392871,0,-57.7749,
0019,-55.9895,5.68389,12.9721,-17.7246,0,-20.9238,
0020,-75.0699,35.019,10.6806,-13.9991,0,-53.6088,
0021,54.3904,-59.8147,57.0395,-63.5921,0,93.8252,
0022,50.0964,75.9323,15.3774,-20.5219,0,-125.62,
0023,36.1808,69.9895,10.7751,-17.2032,0,-127.615,
0024,-48.0157,-60.4168,48.4129,-85.0038,0,-22.4547,
0025,-47.4905,-61.944,61.3567,-87.1931,0,8.00387,
0026,18.3407,-50.8643,15.9247,-4.78235,0,176.42,
0027,-97.9373,28.6052,12.8812,-15.8472,0,-2.94236,
0028,-22.2078,-78.962,19.0635,-6.95409,0,108.358,
0029,-22.9571,-60.8062,34.4033,-54.6332,0,106.03,
0030,-22.716,-88.7235,20.3546,-12.2181,0,101.184,
0031,-22.9571,-60.8062,34.4033,-54.6332,0,106.03,
0032,-17.8661,-11.5671,11.4622,-20.5612,0,-76.9844,
0033,16.341,9.33087,10.599,-7.89961,0,-90.239,
0034,-31.8871,-5.70947,18.8118,-16.0443,0,117.074,
0035,-52.9419,-17.5245,54.237,-51.9966,0,68.7388,
0036,-23.1255,-84.1209,50.2705,-54.774,0,111.076,
0037,-22.9643,-55.206,53.8657,-87.4521,0,9.95142,
0038,-23.6301,-51.2366,49.8158,-88.0868,0,4.4826,
0039,-23.6653,-49.0954,49.8158,-88.0868,0,4.4826,
0040,16.9048,-8.04318,12.8935,-4.62829,0,-149.594,
0041,-46.5168,-62.3993,47.4685,-73.8982,0,56.2654,
0042,16.6257,-72.6017,26.8338,-23.7055,0,57.2937,
0043,-85.7884,20.1555,25.8877,-46.4881,0,10.5625,
0044,-86.7607,19.76,26.4363,-54.8999,0,-3.62823,
0045,-110.397,50.1269,22.2262,-26.0341,0,-11.7124,
0046,-36.6763,-99.9439,14.9188,-21.6578,0,64.0542,
0047,-40.4795,-92.2297,21.0736,-12.3913,0,68.632,
0048,-31.8192,-83.3536,15.0947,-7.91546,0,74.0004,
0049,-25.7306,-80.9348,10.7553,-8.15462,0,59.9008,
0050,-21.1116,-107.637,28.9137,-22.2832,0,121.712,
0051,-20.4843,-108.558,23.9608,-25.9423,0,96.5544,
0052,6.3377,-119.242,11.3889,-15.6407,0,106.565,
0053,83.5764,54.8875,20.0348,-33.7326,0,-142.465,
0054,63.2708,6.49209,46.5552,-57.4851,0,-146.343,
0055,-103.599,-18.3631,10.601,-3.65271,0,-18.8012,
0056,-22.1376,-124.943,10.0943,-10.9451,0,118.733,
0057,-1.12048,-102.261,11.9567,-3.65271,0,130.342,
0058,-19.6124,-103.06,29.1861,-19.6279,0,100.197,
0059,-89.1842,28.9387,13.4017,-12.9096,0,-11.6009,
0060,-60.4054,6.13435,11.5993,-7.42123,0,-39.3717,
0061,-83.2489,38.2535,16.433,-21.3192,0,-23.7364,
0062,-6.62218,-56.4651,12.9894,-3.68245,0,-167.788,
0063,1.0891,-52.8452,18.573,-19.7828,0,-176.601,
0064,-13.9249,-40.6751,34.4053,-38.9746,0,-145.806,
0065,-8.06356,-58.7827,13.198,-7.2061,0,24.2757,
0066,-65.6533,-37.1677,26.8965,-21.2858,0,-42.2334,
0067,-69.7145,-47.3749,24.6954,-23.1081,0,-16.0881,
0068,-36.6442,22.1998,61.3175,-78.2739,0,-58.6809,
0069,-37.7098,21.6724,57.8427,-76.1979,0,-58.7236,
0070,-7.09843,20.9649,48.5463,-81.9171,0,133.237,
0071,-12.4979,19.8849,37.0029,-80.4738,0,82.7461,
0072,-20.156,22.2487,73.0204,-77.9483,0,-103.445,
0073,-20.1069,21.5455,68.4086,-84.153,0,-49.0445,
0074,-14.389,19.8811,35.6888,-82.532,0,-122.137,
0075,-18.713,22.2864,60.9537,-83.4694,0,-64.3233,
0076,-11.0923,22.1269,68.0911,-82.9325,0,-134.938,
0077,6.20626,-34.3402,30.5461,-20.0801,0,125.079,
0078,-2.10106,-24.3953,39.5351,-32.4631,0,123.225,
0079,-2.10106,-24.3953,39.5351,-32.4631,0,123.225,
0080,0.434972,-26.5251,33.8371,-28.4065,0,112.408,
0081,-8.7412,-30.6352,26.677,-28.151,0,114.855,
0082,1.70843,-33.9193,34.6933,-26.9895,0,106.543,
0083,-2.77128,-25.5249,27.9336,-13.0444,0,114.353,
0084,61.9337,24.2164,46.9469,-71.8067,0,163.804,
0085,97.8993,44.9185,15.4109,-21.6477,0,-162.059,
0086,83.335,38.4769,28.7492,-25.0282,0,-131.624,
0087,75.57,48.3191,22.4987,-17.1899,0,-117.538,
0088,-98.2624,-77.5115,10.2495,-7.69503,0,41.4857,
0089,-121.487,-55.6363,15.5975,-15.3918,0,9.45208,
0090,-99.587,-69.3888,10.7923,-8.19236,0,28.2521,
0091,-84.0683,-92.4966,48.6874,-58.8792,0,24.0326,
0092,-97.1398,-67.0066,12.5827,-14.6472,0,24.9315,
0093,-86.9375,-92.6591,48.2056,-57.9352,0,22.5573,
0094,-77.2432,-87.3758,41.1445,-59.6527,0,51.2384,
0095,-103.842,-102.945,15.1281,-14.8884,0,39.3791,
0096,-87.8457,-62.6858,17.8389,-4.20702,0,-5.27063,
0097,-87.2861,-86.1341,10.204,-0.862577,0,47.6977,
0098,-101.075,-82.3673,14.6233,-5.94729,0,32.3801,
0099,-106.517,-64.568,12.1073,-16.6916,0,25.5369,
0100,-121.57,-65.0865,17.138,-17.4666,0,19.0456,
0101,-113.474,-58.8457,18.9862,-19.065,0,14.0646,
0102,-91.7578,11.5984,15.0235,-8.15376,0,0.00370974,
0103,-108.636,4.61858,12.3912,-17.0888,0,16.5649,
0104,-69.3519,-30.8504,23.5915,-8.5089,0,72.9217,
0105,-74.8863,-15.6276,14.6539,-3.65271,0,56.9496,
0106,-73.1591,10.6149,18.7865,-6.7489,0,43.2595,
0107,-45.9631,-19.9002,22.6074,-14.8451,0,88.5626,
0108,-50.7207,3.94257,10.6318,-2.6268,0,-49.1927,
0109,-67.2011,-12.2455,23.5302,-16.8027,0,57.8783,
0110,-67.2653,-3.78584,15.7815,-5.64761,0,48.5563,
0111,-70.5471,-3.43429,18.6924,-10.6931,0,43.4296,
0112,-65.463,-0.445135,21.4817,-5.93421,0,51.6058,
0113,-50.3014,4.12214,14.9548,-0.0071881,0,-48.481,
0114,10.5613,-22.3278,27.5444,-32.8889,0,134.248,
0115,-73.7083,44.2657,11.1994,-13.0453,0,-66.7271,
0116,13.803,-97.986,12.3463,-11.0092,0,137.953,
0117,-0.980722,-108.048,10.2816,-5.08472,0,120.452,
0118,-20.4274,-108.821,10.4041,-12.5722,0,117.451,
0119,-28.6737,-120.376,10.6828,-3.6915,0,112.545,
0120,9.25201,-92.149,10.1539,-3.65271,0,145.077,
0121,-6.00576,-98.5742,10.078,-9.47191,0,109.518,
0122,8.35325,-93.2554,12.1514,-3.65271,0,143.632,
0123,1.8667,-121.755,13.6106,-17.2713,0,104.656,
0124,-6.26057,-133.957,15.1678,-14.9309,0,90.0814,
0125,-24.8109,-90.3725,25.633,-28.6981,0,73.5592,
0126,11.7134,-14.2904,38.133,-43.5065,0,-167.524,
